Series Name,Series Code,Country Name,Country Code,2018 [YR2018]
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Channel Islands,CHI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Chile,CHL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,China,CHN,96.84089
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Colombia,COL,95.09251
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Comoros,COM,58.81702
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Congo, Dem. Rep.",COD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Congo, Rep.",COG,80.29876
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Costa Rica,CRI,97.86379
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Cote d'Ivoire,CIV,47.16535
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Croatia,HRV,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Cuba,CUB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Curacao,CUW,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Cyprus,CYP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Czech Republic,CZE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Denmark,DNK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Djibouti,DJI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Dominica,DMA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Dominican Republic,DOM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ecuador,ECU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Egypt, Arab Rep.",EGY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,El Salvador,SLV,89.0086
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Equatorial Guinea,GNQ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Eritrea,ERI,76.57052
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Estonia,EST,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Eswatini,SWZ,88.41938
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ethiopia,ETH,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Faroe Islands,FRO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Fiji,FJI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Finland,FIN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,France,FRA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,French Polynesia,PYF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Gabon,GAB,84.66716
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Gambia, The",GMB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Georgia,GEO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Germany,DEU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ghana,GHA,79.03964
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Gibraltar,GIB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Greece,GRC,97.93595
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Greenland,GRL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Grenada,GRD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Guam,GUM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Guatemala,GTM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Guinea,GIN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Guinea-Bissau,GNB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Guyana,GUY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Haiti,HTI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Honduras,HND,87.20524
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Hong Kong SAR, China",HKG,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Hungary,HUN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Iceland,ISL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,India,IND,74.37299
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Indonesia,IDN,95.65856
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Iran, Islamic Rep.",IRN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Iraq,IRQ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ireland,IRL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Isle of Man,IMN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Israel,ISR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Italy,ITA,99.15576
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Jamaica,JAM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Japan,JPN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Jordan,JOR,98.22711
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kazakhstan,KAZ,99.78163
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kenya,KEN,81.53497
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kiribati,KIR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Korea, Dem. People’s Rep.",PRK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Korea, Rep.",KOR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kosovo,XKX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kuwait,KWT,96.05647
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Kyrgyz Republic,KGZ,99.586
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lao PDR,LAO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latvia,LVA,99.88931
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lebanon,LBN,95.06944
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lesotho,LSO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liberia,LBR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Libya,LBY,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liechtenstein,LIE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lithuania,LTU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Luxembourg,LUX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Macao SAR, China",MAC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Madagascar,MDG,74.80432
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Malawi,MWI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Malaysia,MYS,94.85441
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Maldives,MDV,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mali,MLI,35.47377
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Malta,MLT,94.50319
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Marshall Islands,MHL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mauritania,MRT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mauritius,MUS,91.32539
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mexico,MEX,95.37991
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Micronesia, Fed. Sts.",FSM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Moldova,MDA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Monaco,MCO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mongolia,MNG,98.42312
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Montenegro,MNE,98.84718
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Morocco,MAR,73.75001
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Mozambique,MOZ,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Myanmar,MMR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Namibia,NAM,91.52727
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nauru,NRU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nepal,NPL,67.90843
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Netherlands,NLD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,New Caledonia,NCL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,New Zealand,NZL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nicaragua,NIC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Niger,NER,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nigeria,NGA,62.01601
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North Macedonia,MKD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Northern Mariana Islands,MNP,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Norway,NOR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Oman,OMN,95.65153
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pakistan,PAK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Palau,PLW,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Panama,PAN,95.41181
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Papua New Guinea,PNG,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Paraguay,PRY,94.0208
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Peru,PER,94.40827
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Philippines,PHL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Poland,POL,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Portugal,PRT,96.13759
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Puerto Rico,PRI,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Qatar,QAT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Romania,ROU,98.8445
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Russian Federation,RUS,99.73006
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Rwanda,RWA,73.21559
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Samoa,WSM,99.09577
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,San Marino,SMR,99.91643
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sao Tome and Principe,STP,92.81664
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Saudi Arabia,SAU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Senegal,SEN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Serbia,SRB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Seychelles,SYC,95.86771
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sierra Leone,SLE,43.20633
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Singapore,SGP,97.34486
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sint Maarten (Dutch part),SXM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovak Republic,SVK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovenia,SVN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Solomon Islands,SLB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Somalia,SOM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Africa,ZAF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Sudan,SSD,34.52276
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Spain,ESP,98.4365
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sri Lanka,LKA,91.70982
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Kitts and Nevis,KNA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Lucia,LCA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Martin (French part),MAF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Vincent and the Grenadines,VCT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sudan,SDN,60.69718
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Suriname,SUR,94.38327
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sweden,SWE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Switzerland,CHE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Syrian Arab Republic,SYR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tajikistan,TJK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tanzania,TZA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Thailand,THA,93.76776
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Timor-Leste,TLS,68.06683
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Togo,TGO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tonga,TON,99.41437
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Trinidad and Tobago,TTO,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tunisia,TUN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkey,TUR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkmenistan,TKM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turks and Caicos Islands,TCA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tuvalu,TUV,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uganda,UGA,76.5275
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ukraine,UKR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Arab Emirates,ARE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Kingdom,GBR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United States,USA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uruguay,URY,98.70386
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uzbekistan,UZB,99.99289
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vanuatu,VUT,87.50631
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Venezuela, RB",VEN,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vietnam,VNM,95.00038
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Virgin Islands (U.S.),VIR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,West Bank and Gaza,PSE,97.21861
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Yemen, Rep.",YEM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zambia,ZMB,86.74796
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zimbabwe,ZWE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Arab World,ARB,74.5966
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Caribbean small states,CSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Central Europe and the Baltics,CEB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Early-demographic dividend,EAR,79.35073
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific,EAS,95.6076
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (excluding high income),EAP,95.86556
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,95.81489
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Euro area,EMU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia,ECS,98.33417
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (excluding high income),ECA,99.0011
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,98.98185
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,European Union,EUU,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Fragile and conflict affected situations,FCS,63.75516
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Heavily indebted poor countries (HIPC),HPC,62.6266
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,High income,HIC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IBRD only,IBD,89.05044
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA & IBRD total,IBT,84.19382
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA blend,IDB,67.0462
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA only,IDX,65.99904
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA total,IDA,66.35453
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Late-demographic dividend,LTE,96.1515
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean,LCN,93.86706
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean (excluding high income),LAC,93.31166
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,93.75496
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Least developed countries: UN classification,LDC,64.81693
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low & middle income,LMY,84.02266
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low income,LIC,63.18397
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lower middle income,LMC,77.24338
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa,MEA,78.96279
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (excluding high income),MNA,75.9596
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,75.72189
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle income,MIC,86.14847
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North America,NAC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not classified,INX,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,OECD members,OED,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Other small states,OSS,84.52881
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pacific island small states,PSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Post-demographic dividend,PST,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pre-demographic dividend,PRE,62.64361
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Small states,SST,86.20175
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia,SAS,72.25239
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia (IDA & IBRD),TSA,72.25239
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa,SSF,65.57706
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (excluding high income),SSA,65.57343
